,antecedents,consequents
1107,"['lukebryan_nightone', 'kanyewest_gorgeous', 'joségonzález_downtheline']",['travisatreo_youareinlove']
1108,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1109,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'joségonzález_downtheline']",['lukebryan_nightone']
1110,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'joségonzález_downtheline']"
1111,"['kanyewest_gorgeous', 'joségonzález_downtheline']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1112,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1113,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'joségonzález_downtheline']",['lukebryan_suntancity']
1114,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1115,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'joségonzález_downtheline']",['travisatreo_youareinlove']
1116,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1117,"['kanyewest_gorgeous', 'joségonzález_downtheline']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1118,"['joségonzález_downtheline', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1119,"['lukebryan_nightone', 'joségonzález_downtheline', 'lukebryan_shegetmehigh']",['mileycyrus_fu']
1120,"['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
1121,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['joségonzález_downtheline']
1122,"['joségonzález_downtheline', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_nightone']
1123,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']",['lukebryan_shegetmehigh']
1124,"['lukebryan_nightone', 'joségonzález_downtheline', 'lukebryan_shegetmehigh']",['travisatreo_youareinlove']
1125,"['lukebryan_nightone', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
1126,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['lukebryan_nightone']
1127,"['lukebryan_nightone', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'lukebryan_shegetmehigh']"
1128,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['lukebryan_nightone', 'lukebryan_shegetmehigh']"
1129,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'joségonzález_downtheline']"
1130,"['lukebryan_shegetmehigh', 'davematthews_sister-liveatradiocity', 'jackjohnson_igotyou']",['joségonzález_downtheline']
1131,"['lukebryan_shegetmehigh', 'jackjohnson_igotyou', 'joségonzález_downtheline']",['davematthews_sister-liveatradiocity']
1132,"['joségonzález_downtheline', 'davematthews_sister-liveatradiocity', 'jackjohnson_igotyou']",['lukebryan_shegetmehigh']
1133,"['joségonzález_downtheline', 'davematthews_sister-liveatradiocity', 'lukebryan_shegetmehigh']",['jackjohnson_igotyou']
1134,"['lukebryan_shegetmehigh', 'jackjohnson_igotyou']","['joségonzález_downtheline', 'davematthews_sister-liveatradiocity']"
1135,"['davematthews_sister-liveatradiocity', 'jackjohnson_igotyou']","['joségonzález_downtheline', 'lukebryan_shegetmehigh']"
1136,"['joségonzález_downtheline', 'jackjohnson_igotyou']","['davematthews_sister-liveatradiocity', 'lukebryan_shegetmehigh']"
1137,"['davematthews_sister-liveatradiocity', 'lukebryan_shegetmehigh']","['joségonzález_downtheline', 'jackjohnson_igotyou']"
1138,"['joségonzález_downtheline', 'davematthews_sister-liveatradiocity']","['lukebryan_shegetmehigh', 'jackjohnson_igotyou']"
1139,"['lukebryan_nightone', 'joségonzález_downtheline', 'lukebryan_suntancity']",['travisatreo_youareinlove']
1140,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']",['lukebryan_suntancity']
1141,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['joségonzález_downtheline']
1142,"['travisatreo_youareinlove', 'joségonzález_downtheline', 'lukebryan_suntancity']",['lukebryan_nightone']
1143,"['lukebryan_nightone', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'lukebryan_suntancity']"
1144,"['joségonzález_downtheline', 'lukebryan_suntancity']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1145,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['lukebryan_nightone', 'lukebryan_suntancity']"
1146,"['jimmybuffett_remittanceman', 'lukebryan_nightone', 'joségonzález_downtheline']",['mileycyrus_fu']
1147,"['jimmybuffett_remittanceman', 'lukebryan_nightone', 'mileycyrus_fu']",['joségonzález_downtheline']
1148,"['jimmybuffett_remittanceman', 'joségonzález_downtheline', 'mileycyrus_fu']",['lukebryan_nightone']
1149,"['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu']",['jimmybuffett_remittanceman']
1150,"['jimmybuffett_remittanceman', 'lukebryan_nightone']","['joségonzález_downtheline', 'mileycyrus_fu']"
1151,"['jimmybuffett_remittanceman', 'joségonzález_downtheline']","['lukebryan_nightone', 'mileycyrus_fu']"
1152,"['jimmybuffett_remittanceman', 'mileycyrus_fu']","['lukebryan_nightone', 'joségonzález_downtheline']"
1153,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']",['mileycyrus_fu']
1154,"['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu']",['travisatreo_youareinlove']
1155,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['joségonzález_downtheline']
1156,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_nightone']
1157,"['lukebryan_nightone', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'mileycyrus_fu']"
1158,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['lukebryan_nightone', 'mileycyrus_fu']"
1159,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'joségonzález_downtheline']"
1160,"['oscarisaac_green', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1161,"['oscarisaac_green', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1162,"['oscarisaac_green', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1163,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['oscarisaac_green']
1164,"['oscarisaac_green', 'kaleo_alltheprettygirls']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1165,"['oscarisaac_green', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1166,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['oscarisaac_green', 'kaleo_alltheprettygirls']"
1167,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']",['kaleo_alltheprettygirls']
1168,"['lukebryan_nightone', 'oscarisaac_green', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
1169,"['lukebryan_nightone', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['oscarisaac_green']
1170,"['oscarisaac_green', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1171,"['lukebryan_nightone', 'oscarisaac_green']","['lukebryan_suntancity', 'kaleo_alltheprettygirls']"
1172,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1173,"['oscarisaac_green', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'lukebryan_suntancity']"
1174,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'oscarisaac_green']"
1175,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']",['leonbridges_cominghome']
1176,"['lukebryan_nightone', 'oscarisaac_green', 'leonbridges_cominghome']",['lukebryan_suntancity']
1177,"['lukebryan_nightone', 'lukebryan_suntancity', 'leonbridges_cominghome']",['oscarisaac_green']
1178,"['oscarisaac_green', 'lukebryan_suntancity', 'leonbridges_cominghome']",['lukebryan_nightone']
1179,"['lukebryan_nightone', 'oscarisaac_green']","['lukebryan_suntancity', 'leonbridges_cominghome']"
1180,"['lukebryan_nightone', 'leonbridges_cominghome']","['oscarisaac_green', 'lukebryan_suntancity']"
1181,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'leonbridges_cominghome']"
1182,"['lukebryan_suntancity', 'leonbridges_cominghome']","['lukebryan_nightone', 'oscarisaac_green']"
1183,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']",['oscarisaac_green']
1184,"['lukebryan_nightone', 'kanyewest_gorgeous', 'oscarisaac_green']",['lukebryan_shegetmehigh']
1185,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_shegetmehigh']",['kanyewest_gorgeous']
1186,"['oscarisaac_green', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']",['lukebryan_nightone']
1187,"['lukebryan_nightone', 'oscarisaac_green']","['kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1188,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'oscarisaac_green']"
1189,"['oscarisaac_green', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1190,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['oscarisaac_green']
1191,"['lukebryan_nightone', 'kanyewest_gorgeous', 'oscarisaac_green']",['lukebryan_suntancity']
1192,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1193,"['oscarisaac_green', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['lukebryan_nightone']
1194,"['lukebryan_nightone', 'oscarisaac_green']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1195,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1196,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']",['oscarisaac_green']
1197,"['lukebryan_nightone', 'kanyewest_gorgeous', 'oscarisaac_green']",['mileycyrus_fu']
1198,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']",['kanyewest_gorgeous']
1199,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_nightone']
1200,"['lukebryan_nightone', 'oscarisaac_green']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1201,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['oscarisaac_green']
1202,"['lukebryan_nightone', 'kanyewest_gorgeous', 'oscarisaac_green']",['travisatreo_youareinlove']
1203,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1204,"['oscarisaac_green', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_nightone']
1205,"['lukebryan_nightone', 'travisatreo_youareinlove']","['oscarisaac_green', 'kanyewest_gorgeous']"
1206,"['lukebryan_nightone', 'oscarisaac_green']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1207,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1208,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['mileycyrus_fu']
1209,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_suntancity']
1210,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['kanyewest_gorgeous']
1211,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['oscarisaac_green']
1212,"['oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1213,"['lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1214,"['oscarisaac_green', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_suntancity']
1215,"['oscarisaac_green', 'travisatreo_youareinlove', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1216,"['oscarisaac_green', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['travisatreo_youareinlove']
1217,"['oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1218,"['oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1219,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'kanyewest_gorgeous']",['mileycyrus_fu']
1220,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'mileycyrus_fu']",['kanyewest_gorgeous']
1221,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'mileycyrus_fu']",['oscarisaac_green']
1222,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['jimmybuffett_remittanceman']
1223,"['jimmybuffett_remittanceman', 'oscarisaac_green']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1224,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous']","['oscarisaac_green', 'mileycyrus_fu']"
1225,"['jimmybuffett_remittanceman', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1226,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']",['mileycyrus_fu']
1227,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['travisatreo_youareinlove']
1228,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kanyewest_gorgeous']
1229,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
1230,"['oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1231,"['oscarisaac_green', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1232,"['kanyewest_gorgeous', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1233,"['travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1234,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'kanyewest_gorgeous']",['travisatreo_youareinlove']
1235,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1236,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['oscarisaac_green']
1237,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']",['jimmybuffett_remittanceman']
1238,"['jimmybuffett_remittanceman', 'oscarisaac_green']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1239,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous']","['oscarisaac_green', 'travisatreo_youareinlove']"
1240,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove']","['oscarisaac_green', 'kanyewest_gorgeous']"
1241,"['oscarisaac_green', 'travisatreo_youareinlove']","['jimmybuffett_remittanceman', 'kanyewest_gorgeous']"
1242,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']",['mileycyrus_fu']
1243,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']",['lukebryan_suntancity']
1244,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']",['oscarisaac_green']
1245,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
1246,"['lukebryan_nightone', 'oscarisaac_green']","['lukebryan_suntancity', 'mileycyrus_fu']"
1247,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'mileycyrus_fu']"
1248,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green']"
1249,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']",['travisatreo_youareinlove']
1250,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']",['lukebryan_suntancity']
1251,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['oscarisaac_green']
1252,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity']",['lukebryan_nightone']
1253,"['lukebryan_nightone', 'oscarisaac_green']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1254,"['lukebryan_nightone', 'travisatreo_youareinlove']","['oscarisaac_green', 'lukebryan_suntancity']"
1255,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1256,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_nightone', 'lukebryan_suntancity']"
1257,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']",['mileycyrus_fu']
1258,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']",['travisatreo_youareinlove']
1259,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
1260,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_nightone']
1261,"['lukebryan_nightone', 'oscarisaac_green']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1262,"['lukebryan_nightone', 'travisatreo_youareinlove']","['oscarisaac_green', 'mileycyrus_fu']"
1263,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_nightone', 'mileycyrus_fu']"
1264,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green']"
1265,"['oscarisaac_green', 'travisatreo_youareinlove', 'lukebryan_suntancity']",['mileycyrus_fu']
1266,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_suntancity']
1267,"['travisatreo_youareinlove', 'mileycyrus_fu', 'lukebryan_suntancity']",['oscarisaac_green']
1268,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['travisatreo_youareinlove']
1269,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_suntancity', 'mileycyrus_fu']"
1270,"['travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity']"
1271,"['oscarisaac_green', 'lukebryan_suntancity']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1272,"['lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1273,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'travisatreo_youareinlove']",['mileycyrus_fu']
1274,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'mileycyrus_fu']",['travisatreo_youareinlove']
1275,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
1276,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['jimmybuffett_remittanceman']
1277,"['jimmybuffett_remittanceman', 'oscarisaac_green']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1278,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove']","['oscarisaac_green', 'mileycyrus_fu']"
1279,"['jimmybuffett_remittanceman', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1280,"['oscarisaac_green', 'travisatreo_youareinlove']","['jimmybuffett_remittanceman', 'mileycyrus_fu']"
1281,"['travisatreo_youareinlove', 'mileycyrus_fu']","['jimmybuffett_remittanceman', 'oscarisaac_green']"
1282,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['leonbridges_cominghome']
1283,"['leonbridges_cominghome', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1284,"['leonbridges_cominghome', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1285,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['lilwayne_presidentcarter']
1286,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['kaleo_alltheprettygirls', 'leonbridges_cominghome']"
1287,"['leonbridges_cominghome', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1288,"['mileycyrus_fu', 'leonbridges_cominghome']","['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1289,"['kanyewest_gorgeous', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1290,"['kanyewest_gorgeous', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1291,"['kanyewest_gorgeous', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1292,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['kanyewest_gorgeous']
1293,"['kanyewest_gorgeous', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1294,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['kanyewest_gorgeous', 'kaleo_alltheprettygirls']"
1295,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['kaleo_alltheprettygirls']
1296,"['lukebryan_nightone', 'kanyewest_gorgeous', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
1297,"['lukebryan_nightone', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
1298,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1299,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1300,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1301,"['lukebryan_nightone', 'kanyewest_gorgeous', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1302,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
1303,"['kanyewest_gorgeous', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1304,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1305,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1306,"['kanyewest_gorgeous', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
1307,"['lukebryan_suntancity', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
1308,"['lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'kaleo_alltheprettygirls']"
1309,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1310,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
1311,"['kaleo_alltheprettygirls', 'travisatreo_youareinlove', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1312,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['travisatreo_youareinlove']
1313,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1314,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1315,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1316,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1317,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1318,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['lukebryan_shegetmehigh']
1319,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1320,"['lukebryan_shegetmehigh', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1321,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']"
1322,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1323,"['lukebryan_nightone', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1324,"['lukebryan_nightone', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1325,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['lukebryan_nightone']
1326,"['lukebryan_nightone', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1327,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1328,"['lukebryan_nightone', 'travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1329,"['lukebryan_nightone', 'travisatreo_youareinlove', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1330,"['lukebryan_nightone', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['travisatreo_youareinlove']
1331,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['lukebryan_nightone']
1332,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1333,"['lukebryan_nightone', 'lilwayne_presidentcarter']","['travisatreo_youareinlove', 'kaleo_alltheprettygirls']"
1334,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'lilwayne_presidentcarter']"
1335,"['travisatreo_youareinlove', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1336,"['travisatreo_youareinlove', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1337,"['travisatreo_youareinlove', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1338,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1339,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['travisatreo_youareinlove']
1340,"['travisatreo_youareinlove', 'mileycyrus_fu']","['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1341,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1342,"['travisatreo_youareinlove', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1343,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['travisatreo_youareinlove', 'kaleo_alltheprettygirls']"
1344,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1345,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1346,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_shegetmehigh']
1347,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1348,"['lukebryan_nightone', 'kaleo_alltheprettygirls']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
